State,ZipCode,ConstituentCode,First gift type,First gift fund,FirstgiftBlock,AgeBlock,Gender,Marital status,activeDoner
WI,54880,Business ,One-time gift,Other,11-50,0-0,,,1
WI,54880,Alumni ,Pledge,Superior Fund,101-500,51-60,Female,,1
WI,54880,Alumni ,,,0-0,51-60,Male,Married,0
MN,Other,Alumni ,,,0-0,41-50,Female,Single,0
,,Students ,,,0-0,21-30,Male,,0
WI,Other,Parent ,,,0-0,0-0,Male,Married,0
MN,55746,Alumni ,,,0-0,31-40,Female,,0
FL,Other,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
MD,Other,Alumni ,,,0-0,51-60,Female,Married,0
,,Students ,,,0-0,21-30,Male,,0
MI,Other,Parent ,One-time gift,Men's Hockey Fund,101-500,0-0,Male,,1
TX,Other,Friend ,One-time gift,Other,11-50,0-0,Female,,1
,,Former Faculty & Staff ,,,0-0,0-0,Unknown,,0
WI,Other,Parent ,,,0-0,0-0,Male,Married,0
,,Students ,,,0-0,21-30,Female,,0
MN,55746,Alumni ,Pledge,Superior Fund,0-10,61-70,Male,Married,1
MN,55807,Friend ,,,0-0,0-0,Male,Widowed,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
IL,Other,Former Parent ,,,0-0,0-0,Male,Married,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
WI,Other,Friend ,One-time gift,Men's Basketball Fund,11-50,0-0,Male,Married,1
WI,Other,Alumni ,One-time gift,Other,0-10,0-0,Female,,1
WI,54873,Alumni ,,,0-0,41-50,Female,Single,0
WI,54873,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
WI,54874,Alumni ,,,0-0,0-0,Female,Widowed,0
WI,54874,Alumni ,,,0-0,0-0,Female,Married,0
WI,54880,Alumni ,,,0-0,41-50,Female,Married,0
WI,54874,Alumni ,One-time gift,Other,0-10,0-0,Male,Married,1
,,Students ,,,0-0,21-30,Female,,0
WI,Other,Alumni ,,,0-0,0-0,Female,Married,0
MN,Other,Parent ,,,0-0,0-0,Male,Married,0
WI,Other,Alumni ,,,0-0,0-0,Male,,0
WI,54868,Parent ,One-time gift,Women's Volleyball Fund,51-100,0-0,Female,Married,1
WI,54880,Alumni ,Pledge,Other,51-100,61-70,Female,Married,1
,,Students ,,,0-0,0-0,Female,,0
WI,54806,Alumni ,Pledge,Student Calling Fund,11-50,0-0,Female,,1
WI,54847,Friend ,,,0-0,0-0,Unknown,,0
WI,Other,Friend ,,,0-0,0-0,Female,,0
WI,Other,Attended Didn't Graduate ,,,0-0,21-30,Female,,0
WI,Other,Parent ,,,0-0,0-0,Unknown,,0
WA,Other,Attended Didn't Graduate ,,,0-0,71-80,Male,,0
WI,54868,Former Parent ,,,0-0,0-0,Unknown,,0
WI,54880,Former Parent ,,,0-0,0-0,Unknown,,0
Other,Other,Alumni ,,,0-0,21-30,Female,,0
,,Students ,,,0-0,21-30,Male,,0
WI,Other,Parent ,,,0-0,0-0,Unknown,,0
MN,Other,Memorial Donor ,One-time gift,Other,11-50,0-0,Male,,1
WI,54843,Parent ,,,0-0,0-0,Female,,0
,,Former Faculty & Staff ,,,0-0,0-0,Female,,0
WI,Other,Alumni ,,,0-0,51-60,Female,Married,0
WI,Other,Alumni ,,,0-0,61-70,Female,,0
WI,Other,Alumni ,One-time gift,Alumni Association Membership Fund,0-10,0-0,Female,Married,1
WI,54843,Alumni ,One-time gift,Superior Fund,11-50,0-0,Male,,1
,,Students ,,,0-0,21-30,Female,,0
WI,Other,Parent ,,,0-0,0-0,Male,,0
MN,Other,Alumni ,,,0-0,51-60,Female,Single,0
IA,Other,Alumni ,Pledge,Superior Fund,51-100,51-60,Male,Married,1
MN,55746,Friend ,One-time gift,"Gigliotti, Tony, Scholarship",11-50,0-0,Male,,1
MN,55804,Faculty/Staff ,One-time gift,Women's Volleyball Fund,11-50,0-0,Female,,1
ND,Other,Alumni ,,,0-0,31-40,Male,,0
WI,Other,Alumni ,,,0-0,51-60,Female,Married,0
WI,Other,Alumni ,,,0-0,51-60,Male,Married,0
MN,Other,Alumni ,,,0-0,41-50,Female,Married,0
MN,55082,Alumni ,,,0-0,31-40,Female,,0
MN,55082,Parent ,,,0-0,0-0,Male,Married,0
,,Students ,,,0-0,21-30,Male,,0
WI,Other,Alumni ,,,0-0,31-40,Male,,0
MN,Other,Parent ,,,0-0,0-0,Unknown,Married,0
WI,54843,Attended Didn't Graduate ,,,0-0,21-30,Unknown,,0
MN,Other,Alumni ,,,0-0,0-0,Female,,0
,,Faculty/Staff ,,,0-0,0-0,Unknown,,0
MO,Other,Alumni ,,,0-0,0-0,Female,,0
WI,54401,Alumni ,One-time gift,Superior Fund,51-100,0-0,Male,Married,1
,,Students ,,,0-0,0-0,Male,,0
FL,Other,Parent ,,,0-0,0-0,Male,Married,0
WI,Other,Parent ,,,0-0,0-0,Unknown,Married,0
,,Parent ,,,0-0,0-0,Male,,0
MN,Other,Alumni ,,,0-0,0-0,Male,,0
,,Alumni ,,,0-0,0-0,Unknown,,0
WI,Other,Alumni ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,One-time gift,Other,0-10,0-0,Female,,1
MI,Other,Alumni ,,,0-0,0-0,Male,Married,0
WI,Other,Alumni ,,,0-0,0-0,Female,,0
MI,Other,Alumni ,,,0-0,0-0,Unknown,,0
MI,49938,Alumni ,,,0-0,0-0,Male,Married,0
,,Students ,,,0-0,21-30,Male,,0
WI,54880,Alumni ,One-time gift,Athletics Fund-General,11-50,0-0,Male,Married,1
MN,Other,Alumni ,,,0-0,21-30,Female,,0
WI,54880,Alumni ,One-time gift,Superior Fund,11-50,0-0,Female,Married,1
AZ,Other,Parent ,,,0-0,0-0,Unknown,,0
MN,Other,Alumni ,Pledge,Superior Fund,11-50,51-60,Female,Married,1
WI,54880,Business ,,,0-0,0-0,,,0
MN,55804,Faculty/Staff ,,,0-0,0-0,Male,Married,0
MN,55804,Former Faculty & Staff ,One-time gift,Other,0-10,0-0,Female,Married,1
MN,55720,Alumni ,,,0-0,61-70,Female,Widowed,0
MN,Other,Alumni ,,,0-0,0-0,Unknown,,0
WI,54806,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
MN,55808,Alumni ,,,0-0,31-40,Male,,0
WI,Other,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
WI,Other,Former Parent ,,,0-0,0-0,Female,,0
Other,Other,Alumni ,Pledge,Superior Fund,11-50,0-0,Male,,1
,,Students ,,,0-0,21-30,Male,,0
WI,Other,Alumni ,,,0-0,0-0,Female,,0
WI,54880,Alumni ,,,0-0,31-40,Male,Married,0
WI,54880,Parent ,,,0-0,0-0,Female,,0
MN,55808,Alumni ,,,0-0,61-70,Female,Single,0
WI,54880,Alumni ,,,0-0,31-40,Male,,0
WI,Other,Former Parent ,,,0-0,0-0,Male,Married,0
WI,54701,Alumni ,,,0-0,51-60,Male,,0
MN,Other,Alumni ,,,0-0,41-50,Male,Single,0
,,Attended Didn't Graduate ,,,0-0,21-30,Male,,0
WI,54880,Alumni ,,,0-0,31-40,Female,Married,0
AZ,Other,Alumni ,One-time gift,Foundation Scholarship Fund,0-10,0-0,Male,Married,1
WI,Other,Alumni ,,,0-0,0-0,Female,,0
WI,54880,Attended Didn't Graduate ,,,0-0,41-50,Female,,0
WI,Other,Alumni ,,,0-0,71-80,Female,Married,0
MN,55811,Alumni ,,,0-0,0-0,Male,Married,0
MN,Other,Alumni ,,,0-0,0-0,Male,,0
,,Alumni ,,,0-0,0-0,Male,,0
MN,Other,Alumni ,,,0-0,0-0,Male,Married,0
MN,55811,Friend ,,,0-0,0-0,Unknown,,0
,,Alumni ,,,0-0,0-0,Male,,0
WI,54880,Parent ,,,0-0,0-0,Female,,0
MN,Other,Alumni ,,,0-0,51-60,Female,Married,0
WI,54873,Alumni ,Soft credit one-time gift,Other,0-10,0-0,Male,Married,1
WI,54873,Alumni ,One-time gift,Other,0-10,0-0,Female,Married,1
IL,Other,Alumni ,,,0-0,0-0,Male,Married,0
WI,Other,Alumni ,,,0-0,Over 80,Female,Married,0
MN,55811,Alumni ,,,0-0,71-80,Female,,0
,,Alumni ,,,0-0,0-0,Unknown,,0
FL,Other,Friend ,One-time gift,Men's Baseball Fund,51-100,0-0,Female,,1
Other,Other,Alumni ,One-time gift,Alumni Association Membership Fund,0-10,0-0,Male,Married,1
Other,Other,Alumni ,One-time gift,Superior Fund,11-50,0-0,Female,Widowed,1
MN,55720,Alumni ,,,0-0,51-60,Female,Married,0
MN,55720,Alumni ,,,0-0,51-60,Male,Married,0
WI,Other,Alumni ,,,0-0,0-0,Female,,0
MN,Other,Alumni ,,,0-0,71-80,Male,Married,0
,,Alumni ,,,0-0,0-0,Unknown,,0
MN,55805,Alumni ,,,0-0,21-30,Male,,0
MN,Other,Parent ,,,0-0,0-0,Female,,0
WI,54801,Friend ,One-time gift,Men's Baseball Fund,51-100,0-0,Male,Married,1
,,Alumni ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,41-50,Female,,0
,,Alumni ,,,0-0,0-0,Male,,0
,,Former Faculty & Staff ,,,0-0,0-0,Unknown,,0
WI,54880,Faculty/Staff ,One-time gift,Other,51-100,0-0,Male,,1
MN,55767,Alumni ,,,0-0,0-0,Male,,0
MN,55744,Alumni ,One-time gift,Superior Fund,51-100,61-70,Female,,1
MN,Other,Parent ,,,0-0,0-0,Female,,0
,,Students ,,,0-0,31-40,Unknown,,0
,,Students ,,,0-0,21-30,Male,,0
WI,54880,Parent ,One-time gift,Men's Baseball Fund,11-50,0-0,Male,Married,1
WI,54880,Faculty/Staff ,One-time gift,Other,101-500,0-0,Female,Married,1
WI,54501,Business ,One-time gift,Other,11-50,0-0,,,1
WI,Other,Parent ,,,0-0,0-0,Female,,0
,,Students ,,,0-0,21-30,Male,,0
WI,Other,Parent ,,,0-0,0-0,Male,,0
WI,54847,Alumni ,,,0-0,61-70,Female,,0
,,Students ,,,0-0,21-30,Male,,0
MN,55616,Alumni ,,,0-0,41-50,Female,,0
WI,54847,Alumni ,,,0-0,41-50,Male,Married,0
OR,Other,Friend ,One-time gift,Other,11-50,0-0,Female,,1
MN,55811,Alumni ,,,0-0,41-50,Female,,0
MN,Other,Alumni ,One-time gift,Superior Fund,51-100,0-0,Male,Married,1
MN,55804,Alumni ,,,0-0,0-0,Female,,0
,,Students ,,,0-0,21-30,Unknown,,0
WI,Other,Parent ,,,0-0,0-0,Unknown,Married,0
WI,Other,Parent ,,,0-0,0-0,Unknown,,0
MN,Other,Alumni ,,,0-0,41-50,Male,Married,0
MN,55733,Alumni ,One-time gift,Other,11-50,51-60,Male,Married,1
TX,Other,Alumni ,,,0-0,71-80,Female,,0
MN,55802,Alumni ,One-time gift,Other,11-50,71-80,Female,,1
TX,Other,Alumni ,,,0-0,0-0,Male,,0
WI,Other,Friend ,One-time gift,Other,51-100,0-0,Female,,1
MN,55808,Alumni ,,,0-0,31-40,Female,Married,0
,,Students ,,,0-0,0-20,Female,,0
MN,Other,Alumni ,,,0-0,0-0,Male,,0
WI,54880,Alumni ,,,0-0,0-0,Unknown,Married,0
IL,Other,Alumni ,,,0-0,41-50,Female,Married,0
,,Friend ,One-time gift,Total gifts given prior to 7/1/86,51-100,0-0,Unknown,,1
WI,54880,Friend ,One-time gift,"Gigliotti, Tony, Scholarship",11-50,0-0,Male,Married,1
,,Former Faculty & Staff ,,,0-0,0-0,Male,,0
WI,54880,Alumni ,One-time gift,Men's Basketball Fund,101-500,31-40,Male,,1
MN,55812,Alumni ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,71-80,Unknown,Married,0
MN,55720,Alumni ,,,0-0,51-60,Male,,0
MN,55808,Alumni ,,,0-0,31-40,Female,Single,0
WI,Other,Alumni ,,,0-0,71-80,Male,Married,0
MN,Other,Friend ,One-time gift,Men's Basketball Fund,0-10,0-0,Female,Married,1
MN,Other,Alumni ,,,0-0,61-70,Male,,0
MN,55304,Friend ,One-time gift,Alumni Association Fund,0-0,0-0,Male,Widowed,0
WI,Other,Alumni ,One-time gift,Alumni Association Membership Fund,0-10,61-70,Male,Married,1
WI,Other,Alumni ,,,0-0,41-50,Female,Single,0
MN,Other,Alumni ,One-time gift,Other,11-50,51-60,Male,Married,1
MI,Other,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
WI,54891,Alumni ,Soft credit one-time gift,Other,11-50,41-50,Male,Married,1
MN,55744,Friend ,One-time gift,Track and Cross Country Fund,11-50,0-0,Female,Married,1
WI,Other,Alumni ,,,0-0,41-50,Male,Married,0
MN,55805,Alumni ,One-time gift,"Banker, Erika M., Scholarship",11-50,61-70,Female,Married,1
MN,55744,Friend ,One-time gift,Women's Softball Fund,11-50,0-0,Female,Married,1
WI,Other,Friend ,,,0-0,0-0,Female,,0
MN,55803,Alumni ,,,0-0,51-60,Female,,0
WI,54022,Alumni ,,,0-0,61-70,Male,,0
,,Friend ,,,0-0,0-0,Unknown,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
WI,Other,Alumni ,One-time gift,Other,0-10,0-0,Male,Married,1
WI,54880,Alumni ,One-time gift,Other,11-50,71-80,Female,Widowed,1
,,Alumni ,,,0-0,0-0,Female,,0
IL,Other,Alumni ,,,0-0,41-50,Female,Single,0
WI,Other,Parent ,,,0-0,0-0,Male,Married,0
AK,Other,Alumni ,,,0-0,21-30,Male,,0
MN,Other,Alumni ,,,0-0,51-60,Female,,0
,,Students ,,,0-0,0-20,Female,,0
WI,Other,Alumni ,,,0-0,41-50,Female,Single,0
,,Attended Didn't Graduate ,,,0-0,0-0,Unknown,,0
IL,Other,Parent ,,,0-0,0-0,Unknown,Married,0
NY,Other,Alumni ,,,0-0,51-60,Female,,0
,,Students ,,,0-0,0-20,Female,,0
MN,Other,Business ,Pledge,Superior Fund,101-500,0-0,,,1
CA,Other,Alumni ,One-time gift,Men's Soccer Fund,51-100,31-40,Male,,1
MN,Other,Parent ,,,0-0,0-0,Female,,0
FL,Other,Friend ,Pledge,Other,0-0,0-0,Male,,0
WI,Other,Business ,One-time gift,Other,11-50,0-0,,,1
MN,Other,Business ,One-time gift,Other,0-0,0-0,,,0
MN,Other,Alumni ,,,0-0,0-0,Male,Married,0
MN,Other,Alumni ,Pledge,Student Calling Fund,11-50,51-60,Male,Married,1
WI,54880,Friend ,,,0-0,0-0,Female,,0
WI,54880,Friend ,One-time gift,Other,11-50,0-0,Male,Married,1
WI,54880,Alumni ,,,0-0,21-30,Female,,0
WI,54880,Former Parent ,,,0-0,0-0,Unknown,,0
WI,54880,Parent ,,,0-0,0-0,Unknown,,0
WI,Other,Alumni ,,,0-0,41-50,Female,,0
,,Attended Didn't Graduate ,,,0-0,31-40,Unknown,,0
IL,Other,Attended Didn't Graduate ,,,0-0,71-80,Female,,0
MN,55811,Business ,One-time gift,Other,51-100,0-0,,,1
WI,54880,Attended Didn't Graduate ,,,0-0,21-30,Unknown,,0
WI,54880,Parent ,,,0-0,0-0,Female,,0
WI,Other,Friend ,One-time gift,Women's Tennis Fund,11-50,0-0,Female,Married,1
WI,Other,Parent ,,,0-0,0-0,Unknown,Married,0
AZ,Other,Alumni ,,,0-0,41-50,Male,Single,0
,,Students ,,,0-0,21-30,Male,,0
WI,54880,Alumni ,,,0-0,21-30,Female,,0
WI,54873,Alumni ,,,0-0,31-40,Female,,0
MN,Other,Business ,One-time gift,Superior Fund,11-50,0-0,,,1
MN,Other,Friend ,Pledge payment,Superior Fund,11-50,0-0,Unknown,Married,1
WI,54729,Parent ,One-time gift,Men's Basketball Fund,51-100,0-0,Male,Married,1
WI,Other,Alumni ,,,0-0,41-50,Male,,0
,,Alumni ,,,0-0,0-0,Unknown,,0
,,Students ,,,0-0,21-30,Male,,0
WI,Other,Former Parent ,,,0-0,0-0,Male,,0
WI,Other,Former Parent ,,,0-0,0-0,Female,,0
MN,55720,Alumni ,,,0-0,41-50,Female,Single,0
,,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
WI,54880,Alumni ,,,0-0,41-50,Female,Single,0
WI,Other,Faculty/Staff ,Recurring gift payment,Other,0-10,0-0,Female,Married,1
WI,54843,Attended Didn't Graduate ,,,0-0,21-30,Unknown,,0
,,Students ,,,0-0,21-30,Unknown,,0
WI,Other,Alumni ,,,0-0,0-0,Male,,0
MN,55811,Friend ,One-time gift,Other,0-10,0-0,Female,,1
MN,55811,Former Parent ,,,0-0,0-0,Female,,0
,,Parent ,,,0-0,0-0,Male,Married,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
WI,54843,Parent ,,,0-0,0-0,Male,Married,0
MN,Other,Former Parent ,,,0-0,0-0,Male,Married,0
MN,Other,Friend ,One-time gift,Men's Soccer Fund,11-50,0-0,Male,Married,1
MN,Other,Friend ,One-time gift,Other,101-500,0-0,Female,Married,1
,,Students ,,,0-0,21-30,Female,,0
WI,Other,Alumni ,,,0-0,21-30,Female,,0
WI,Other,Parent ,,,0-0,0-0,Unknown,Married,0
WI,Other,Parent ,,,0-0,0-0,Male,Married,0
WI,Other,Alumni ,Soft credit pledge,Superior Fund,11-50,0-0,Male,Widowed,1
WI,54880,Alumni ,,,0-0,0-0,Female,,0
MN,Other,Former Parent ,,,0-0,0-0,Male,Married,0
MN,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
TX,Other,Alumni ,,,0-0,0-0,Female,Married,0
IL,Other,Alumni ,,,0-0,0-0,Male,,0
,,Former Faculty & Staff ,,,0-0,0-0,Female,,0
MN,Other,Alumni ,,,0-0,0-0,Female,,0
MN,Other,Alumni ,,,0-0,51-60,Male,Married,0
WI,54880,Alumni ,One-time gift,Other,0-10,71-80,Female,Married,1
,,Alumni ,,,0-0,0-0,Male,,0
MN,Other,Alumni ,,,0-0,51-60,Male,Married,0
WI,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
WI,54501,Alumni ,One-time gift,Women's Tennis Fund,51-100,0-0,Male,Married,1
WI,54891,Alumni ,,,0-0,0-0,Unknown,,0
WA,Other,Alumni ,,,0-0,41-50,Male,,0
WI,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,Widowed,0
,,Attended Didn't Graduate ,,,0-0,21-30,Male,,0
MN,55812,Friend ,One-time gift,Other,11-50,0-0,Male,Married,1
MN,55720,Parent ,,,0-0,0-0,Unknown,,0
MN,55807,Friend ,One-time gift,"Gigliotti, Tony, Scholarship",0-10,0-0,Male,Married,1
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
ND,Other,Alumni ,,,0-0,31-40,Female,Single,0
FL,Other,Alumni ,One-time gift,Superior Fund,11-50,0-0,Male,,1
IL,Other,Alumni ,,,0-0,51-60,Female,Married,0
MI,Other,Alumni ,Pledge,Superior Fund,0-10,0-0,Female,Married,1
WI,Other,Alumni ,,,0-0,31-40,Female,Single,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
CO,Other,Alumni ,One-time gift,Total gifts given prior to 7/1/86,11-50,71-80,Female,Divorced,1
,,Alumni ,,,0-0,0-0,Female,,0
MN,Other,Alumni ,,,0-0,21-30,Male,,0
WI,54501,Parent ,,,0-0,0-0,Unknown,Married,0
WI,Other,Parent ,,,0-0,0-0,Female,,0
WI,54501,Alumni ,,,0-0,21-30,Female,,0
WI,54864,Alumni ,,,0-0,71-80,Male,Married,0
WI,Other,Alumni ,,,0-0,0-0,Unknown,,0
MN,Other,Friend ,One-time gift,Women's Basketball Fund,11-50,0-0,Female,,1
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
MN,Other,Parent ,,,0-0,0-0,Unknown,,0
FL,Other,Alumni ,,,0-0,0-0,Female,,0
MN,Other,Alumni ,,,0-0,41-50,Female,Single,0
WI,54880,Alumni ,,,0-0,51-60,Male,Married,0
MN,Other,Alumni ,,,0-0,0-0,Male,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Unknown,,0
WI,Other,Alumni ,,,0-0,51-60,Female,Married,0
WI,Other,Friend ,One-time gift,Women's Soccer Fund,11-50,0-0,Unknown,,1
MN,Other,Alumni ,,,0-0,Over 80,Female,Married,0
MN,Other,Former Parent ,,,0-0,0-0,Male,Married,0
,,Faculty/Staff ,,,0-0,0-0,Female,,0
MN,55811,Alumni ,,,0-0,31-40,Male,,0
MN,55806,Alumni ,,,0-0,0-0,Female,,0
WI,54703,Alumni ,Pledge,Superior Fund,11-50,61-70,Male,,1
MN,55803,Alumni ,,,0-0,61-70,Female,Married,0
MN,Other,Friend ,One-time gift,Track and Cross Country Fund,11-50,0-0,Male,Married,1
MN,55811,Alumni ,,,0-0,21-30,Male,,0
MN,55810,Parent ,,,0-0,0-0,Male,Married,0
WI,Other,Parent ,,,0-0,0-0,Female,Married,0
ND,Other,Parent ,,,0-0,0-0,Unknown,,0
MN,55810,Alumni ,,,0-0,31-40,Female,,0
,,Students ,,,0-0,0-0,Unknown,,0
WI,Other,Alumni ,,,0-0,41-50,Female,,0
MI,Other,Parent ,,,0-0,0-0,Male,Married,0
,,Students ,,,0-0,21-30,Female,,0
,,Former Faculty & Staff ,,,0-0,0-0,Unknown,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
WI,54701,Alumni ,One-time gift,Other,0-10,51-60,Male,,1
WI,Other,Alumni ,,,0-0,51-60,Male,Married,0
MN,55767,Alumni ,,,0-0,0-0,Female,,0
MN,55812,Alumni ,,,0-0,31-40,Male,,0
WI,Other,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
WI,Other,Alumni ,,,0-0,61-70,Female,,0
MN,55811,Parent ,,,0-0,0-0,Unknown,Married,0
Other,Other,Alumni ,One-time gift,Alumni Association Membership Fund,0-10,0-0,Female,Married,1
CO,Other,Friend ,One-time gift,Other,11-50,0-0,Male,Married,1
MN,55811,Alumni ,,,0-0,21-30,Female,,0
,,Attended Didn't Graduate ,,,0-0,31-40,Unknown,,0
MN,55746,Alumni ,,,0-0,41-50,Female,,0
CO,Other,Retired Faculty/Staff ,Recurring gift payment,Superior Fund,0-10,0-0,Female,Married,1
,,Alumni ,,,0-0,0-0,Unknown,,0
Other,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
Other,Other,Former Parent ,,,0-0,0-0,Male,Married,0
MN,55808,Former Parent ,,,0-0,0-0,Male,Married,0
MN,55779,Alumni ,,,0-0,0-0,Female,,0
WI,54868,Alumni ,,,0-0,0-0,Male,,0
MN,55805,Alumni ,,,0-0,61-70,Male,,0
MN,55803,Alumni ,,,0-0,61-70,Male,Married,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
MN,55804,Alumni ,,,0-0,71-80,Female,,0
WI,54401,Alumni ,,,0-0,41-50,Female,Unknown,0
MN,55804,Friend ,,,0-0,0-0,Male,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
,,Attended Didn't Graduate ,,,0-0,41-50,Female,,0
NC,Other,Alumni ,One-time gift,Alumni Association Membership Fund,0-10,0-0,Male,Married,1
MN,55804,Alumni ,,,0-0,0-0,Male,,0
MN,55746,Alumni ,Pledge,Student Calling Fund,0-10,71-80,Female,Married,1
WI,Other,Alumni ,,,0-0,61-70,Female,Married,0
WI,Other,Friend ,,,0-0,0-0,Male,,0
WI,54880,Alumni ,,,0-0,41-50,Female,,0
WI,54864,Alumni ,,,0-0,0-0,Female,,0
WI,Other,Alumni ,,,0-0,41-50,Female,Single,0
WI,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
MO,Other,Alumni ,One-time gift,Superior Fund,51-100,0-0,Female,Widowed,1
WI,54880,Alumni ,One-time gift,Athletics Fund-General,0-10,61-70,Female,Married,1
MN,55804,Parent ,,,0-0,0-0,Male,Married,0
Other,Other,Alumni ,,,0-0,0-0,Male,,0
,,Alumni ,,,0-0,0-0,Unknown,,0
MN,55811,Alumni ,One-time gift,Other,0-0,71-80,Female,Widowed,0
AZ,Other,Friend ,,,0-0,0-0,Male,,0
MN,55720,Alumni ,,,0-0,31-40,Male,,0
WI,Other,Alumni ,,,0-0,0-0,Male,,0
MN,55805,Alumni ,,,0-0,21-30,Male,,0
WI,Other,Alumni ,,,0-0,21-30,Female,,0
WI,54880,Alumni ,,,0-0,0-0,Female,,0
WI,54401,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
GA,Other,Alumni ,,,0-0,51-60,Female,Married,0
WI,Other,Friend ,One-time gift,Men's Baseball Fund,11-50,0-0,Female,,1
WI,Other,Alumni ,,,0-0,0-0,Male,Married,0
WI,Other,Alumni ,,,0-0,71-80,Female,Married,0
MN,Other,Alumni ,,,0-0,0-0,Male,,0
MN,55303,Alumni ,,,0-0,41-50,Male,Single,0
MN,55720,Alumni ,,,0-0,21-30,Male,,0
MN,55720,Parent ,,,0-0,0-0,Male,Married,0
WI,54701,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
CO,Other,Alumni ,,,0-0,31-40,Male,Single,0
,,Alumni ,,,0-0,0-0,Unknown,,0
WI,54849,Alumni ,One-time gift,Total gifts given prior to 7/1/86,0-10,0-0,Male,Married,1
CO,Other,Alumni ,,,0-0,0-0,Female,,0
MN,55807,Alumni ,Pledge,Superior Fund,11-50,51-60,Male,,1
,,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
MN,Other,Alumni ,,,0-0,41-50,Female,Single,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
MN,55720,Former Parent ,,,0-0,0-0,Male,,0
MN,55811,Alumni ,,,0-0,31-40,Female,Single,0
MN,55720,Former Parent ,,,0-0,0-0,Female,,0
MN,Other,Alumni ,,,0-0,51-60,Male,Married,0
MN,Other,Alumni ,Pledge,Superior Fund,11-50,0-0,Male,,1
WI,54880,Parent ,,,0-0,0-0,Male,Married,0
MN,55811,Parent ,,,0-0,0-0,Unknown,,0
,,Students ,,,0-0,21-30,Unknown,,0
MN,55733,Alumni ,One-time gift,Alumni Association Fund,11-50,41-50,Male,,1
WI,Other,Parent ,,,0-0,0-0,Unknown,,0
MN,Other,Alumni ,Pledge,Superior Fund,11-50,31-40,Female,Single,1
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
,,Parent ,,,0-0,0-0,Male,Married,0
,,Alumni ,,,0-0,0-0,Male,,0
WI,54880,Alumni ,,,0-0,61-70,Female,,0
MN,55803,Friend ,Soft credit one-time gift,Other,51-100,0-0,Female,,1
CO,Other,Alumni ,,,0-0,41-50,Female,,0
MN,55811,Alumni ,,,0-0,71-80,Female,Married,0
MN,55811,Alumni ,,,0-0,41-50,Male,Single,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
,,Students ,,,0-0,51-60,Female,,0
CA,Other,Parent ,Soft credit one-time gift,Men's Soccer Fund,101-500,0-0,Male,Married,1
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
,,Students ,,,0-0,21-30,Unknown,,0
CA,Other,Alumni ,One-time gift,Men's Soccer Fund,101-500,21-30,Male,,1
,,Attended Didn't Graduate ,,,0-0,0-0,Unknown,,0
MN,Other,Parent ,One-time gift,Men's Baseball Fund,11-50,0-0,Male,Widowed,1
WI,Other,Former Parent ,,,0-0,0-0,Male,Married,0
CA,Other,Parent ,One-time gift,Men's Soccer Fund,101-500,0-0,Female,Married,1
IL,Other,Students ,,,0-0,21-30,Male,,0
IL,Other,Parent ,,,0-0,0-0,Unknown,Married,0
MN,Other,Alumni ,,,0-0,21-30,Male,,0
MN,55811,Parent ,,,0-0,0-0,Unknown,,0
IL,Other,Parent ,,,0-0,0-0,Unknown,,0
WI,Other,Alumni ,,,0-0,51-60,Female,,0
CO,Other,Alumni ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,51-60,Female,Married,0
WI,Other,Parent ,,,0-0,0-0,Female,Married,0
WI,54880,Alumni ,,,0-0,41-50,Unknown,,0
